(0, 0.15895404409370834)
(1, 0.03720469975390827)
(2, 0.8240805685848609)
(3, 0.18026863339278953)
(4, 0.18890286408574447)
(5, 0.25710611034587094)
(6, 0.40811789053184866)
(7, 0.02679778984615549)
(8, 0.19556993703556264)
(9, 0.2656108825684261)
(10, 0.7023092195454633)
(11, 0.9020048813995623)
(12, 0.15056575136836448)
(13, 0.20395566152660963)
(14, 0.13283778948543773)
(15, 0.13547446924583462)
(16, 0.7920960027018115)
(17, 0.2083328640919179)
(18, 0.13067942631807888)
(19, 0.7859644559915133)
(20, 3.604454511125762)
(21, 0.13440820636528378)
(22, 0.20746970222675998)
(23, 0.0510968974544833)
(24, 0.9530861712762281)
(25, 0.1284584909718456)
(26, 0.15656732573418314)
(27, 1.176506212754484)
(28, 0.04871082635360579)
(29, 0.38628477666689237)
(30, 0.15699750109619914)
(31, 0.23916752153424567)
(32, 0.08397878096311373)
(33, 0.10648490713511728)
(34, 0.24418916134642366)
(35, 0.8269781626995687)
(36, 0.05185633430034331)
(37, 23.874726604353317)
(38, 0.8699272070552455)
(39, 0.2904253601196485)
(40, 0.041957070287371306)
(41, 0.34580452902197584)
(42, 0.7100683257572257)
(43, 0.13472711976421323)
(44, 0.1043429346723416)
(45, 0.062007363245186235)
(46, 0.2614328670810053)
(47, 0.18743890675612093)
(48, 0.07889160286089025)
(49, 0.22013451209234067)
(50, 0.19732393177741528)
(51, 1.6259396321006157)
(52, 0.233352022900427)
(53, 0.2645221796275195)
(54, 0.06566144071851078)
(55, 0.5749897292700885)
(56, 0.27935810457220056)
(57, 0.1289153681347974)
(58, 0.19099600319505755)
(59, 0.12783032299479058)
(60, 0.1608474791874935)
(61, 0.04466454336084632)
(62, 0.3556940533282031)
(63, 0.25743966622136255)
(64, 0.0809023117081566)
(65, 0.21188374189601195)
(66, 0.05915365145956923)
(67, 3.0402696036761587)
(68, 0.3206203465106326)
(69, 0.05126987505320834)
(70, 0.0536881008474338)
(71, 0.28316575831531315)
(72, 0.1336887425531208)
(73, 0.1383976465932422)
(74, 0.296077944722769)
(75, 0.2954789579866881)
(76, 0.33350289632757935)
(77, 0.05841915222565052)
(78, 0.04884767030253954)
(79, 0.040195622479148305)
(80, 0.5785914583021252)
(81, 1.7057891399833651)
(82, 0.5475216469570152)
(83, 0.08143706611176368)
(84, 0.10375852941577364)
(85, 0.5016221343743564)
(86, 0.5098858643198401)
(87, 0.027383694679505174)
(88, 0.7165930268996372)
(89, 0.8001153653523538)
(90, 0.08094657412899803)
(91, 0.19194582330590812)
(92, 0.11982785258950641)
(93, 0.12487604629314662)
(94, 0.1406807745016218)
(95, 0.16918399270818263)
(96, 0.1265503766425231)
(97, 0.12048078479391379)
(98, 0.23703157266312527)
(99, 0.17524767224508941)
(100, 0.0939826234541983)
(101, 0.9972974334075189)
(102, 0.15090746539058406)
(103, 0.5086937950461635)
(104, 0.35644392349334647)
(105, 0.11347362854826336)
(106, 0.08599227140927886)
(107, 0.10812232392702718)
(108, 0.4741658285944183)
(109, 0.15059336217688)
(110, 0.1366601281347573)
(111, 0.12044910287304625)
(112, 0.23971999721844775)
(113, 1.508605274523117)
(114, 0.04327330674169904)
(115, 0.06508408756550084)
(116, 0.12256272164616404)
(117, 75.15589630222941)
(118, 0.1911771728029517)
(119, 2.783586135438165)
(120, 0.33316736800757213)
(121, 0.22272202004864056)
(122, 0.12319006475141459)
(123, 0.07886408108703366)
(124, 0.06680554273448093)
(125, 0.05494978243102034)
(126, 0.05459351223491812)
(127, 0.07821983886815534)
(128, 0.28656493214801493)
(129, 0.1654923223373188)
(130, 0.566743167722236)
(131, 1.2682702171839935)
(132, 0.869987783450326)
(133, 0.7710449663291886)
(134, 0.21884640976340886)
(135, 0.2112713739719158)
(136, 0.7378851279338576)
(137, 2.0001956633820352)
(138, 0.6222738459607475)
(139, 0.26115277678742727)
(140, 0.3028012442211153)
(141, 0.1880026675793688)
(142, 0.13637239302020937)
(143, 0.11823900309628424)
(144, 0.18890859810046542)
(145, 0.2664242856052137)
(146, 0.046786492480654134)
(147, 1.089275066581466)
(148, 0.21491371452806196)
(149, 0.40309119895670675)
(150, 0.16882152847932785)
(151, 0.06753665261490908)
(152, 0.14107718652203693)
(153, 0.12148104936281172)
(154, 0.14327144895763907)
(155, 0.8456894136788061)
(156, 0.08231816897261046)
(157, 0.4060530178421366)
(158, 0.11584455892053461)
(159, 0.26999595794750086)
(160, 39.538803333038906)
(161, 0.2741436934213739)
(162, 0.08284572774436828)
(163, 0.38688557929400164)
(164, 13.058784734249368)
(165, 0.1901127381778508)
(166, 6.817703503642315)
(167, 0.6282707219134719)
(168, 0.15354196094695335)
(169, 0.4198019538881702)
(170, 0.38962982444972283)
(171, 1.6180999729082433)
(172, 0.030830064668745133)
(173, 0.0677925657278691)
(174, 0.2666893669226393)
(175, 0.10030532979793484)
(176, 0.19899818320923437)
(177, 0.07130596104773947)
(178, 0.35248002493898134)
(179, 1.9432331479253195)
(180, 0.09691062110647387)
(181, 0.16816895546631375)
(182, 0.06536328122816401)
(183, 0.34414547978154914)
(184, 0.2988027947756292)
(185, 0.12321507574044674)
(186, 0.05522059838287568)
(187, 0.22065601399667628)
(188, 0.31004854482745087)
(189, 0.45554601902669456)
(190, 0.09213439178663718)
(191, 0.9068201031201238)
(192, 0.10360183573008787)
(193, 0.5409690437860007)
(194, 0.533919862262454)
(195, 1.0511879549727505)
(196, 0.23740350914554795)
(197, 0.06948002298269663)
(198, 0.05600351077244496)
(199, 2.673179501950636)
(200, 0.21576887283756827)
(201, 0.3317879177131019)
(202, 0.24668386250827162)
(203, 1.350397385432136)
(204, 0.16317877371718825)
(205, 0.15045391434772404)
(206, 0.4229909830931375)
(207, 0.16609762243414283)
(208, 1.1135317500142856)
(209, 1.1659918536680203)
(210, 0.9341859764754895)
(211, 0.02627721719776195)
(212, 0.49705521197007857)
(213, 0.15672938100962658)
(214, 0.07512534750697072)
(215, 0.12586392100581315)
(216, 0.2892804581159422)
(217, 0.20148680580143702)
(218, 0.026885388495243596)
(219, 0.07172822473208915)
(220, 0.3005727839794765)
(221, 0.13594607067470366)
(222, 0.4719382615755178)
(223, 2.912841214607089)
(224, 1.7527157920818033)
(225, 0.07689436221571873)
(226, 0.26043187323175787)
(227, 0.2602424639368518)
(228, 0.22054715012965034)
(229, 0.3116271819294737)
(230, 0.11090963416343659)
(231, 0.18106659579906764)
(232, 0.09103144734346244)
(233, 0.4242145414627352)
(234, 0.12688025472469253)
